"","state","county","total_population_20","incarcerated_20","total_population_10","incarcerated_10","total_population_00","incarcerated_00","fips","percent_incarcerated_20","percent_incarcerated_10","percent_incarcerated_00"
"1876","CA","Colusa County",21839,68,21419,45,18804,67,6011,0.311369568203672,0.210093841916056,0.356307168687513
"1877","CA","Contra Costa County",1165927,1122,1049025,1454,948816,1661,6013,0.0962324399383495,0.138604895021568,0.175060285661287
"1878","CA","Del Norte County",27743,2789,28610,3567,27507,3562,6015,10.0529863388963,12.4676686473261,12.9494310539135
"1879","CA","El Dorado County",191185,432,181058,443,156299,318,6017,0.225959149514868,0.244672977719847,0.203456196136891
"1880","CA","Fresno County",1008654,6885,930450,8634,799407,7415,6019,0.682592841549233,0.927938094470418,0.927562555744446
"1881","CA","Glenn County",28917,143,28122,83,26453,219,6021,0.49451879517239,0.295142592987696,0.827883415869656
"1882","CA","Humboldt County",136463,270,134623,591,126518,559,6023,0.197855829052564,0.439003736360057,0.44183436348978
"1883","CA","Imperial County",179702,7353,174528,9723,142361,9859,6025,4.09177415944174,5.57102585258526,6.925351746616
"1884","CA","Inyo County",19016,129,18546,169,17945,0,6027,0.678376104333193,0.911247708400733,0
"1885","CA","Kern County",909235,22474,839631,30923,661645,23800,6029,2.47174822790588,3.68292738119483,3.59709511898375
"1886","CA","Kings County",152486,13700,152982,18875,129461,18217,6031,8.98443135763283,12.3380528428181,14.0714191918802
"1887","CA","Lake County",68163,294,64665,349,58309,287,6033,0.431319044056159,0.539704631562669,0.492205319933458
"1888","CA","Lassen County",32730,8679,34895,9494,33828,8624,6035,26.5169569202566,27.2073362945981,25.4936738796263
"1889","CA","Los Angeles County",10014009,19518,9818605,26134,9519338,28193,6037,0.194906954846955,0.266168157289146,0.296165552688643
"1890","CA","Madera County",156255,6130,150865,7738,123109,7084,6039,3.92307446161723,5.12908892055811,5.75425029851595
"1891","CA","Marin County",262321,4148,252409,5115,247289,6523,6041,1.58126875088155,2.0264729070675,2.63780435037547
"1892","CA","Mariposa County",17131,110,18251,131,17130,138,6043,0.642110793298698,0.717768889375925,0.805604203152364
"1893","CA","Mendocino County",91601,387,87841,552,86265,398,6045,0.422484470693551,0.628408146537494,0.461369037268881
"1894","CA","Merced County",281202,1582,255793,1947,210554,539,6047,0.562584903379066,0.761162346115805,0.255991337139166
"1895","CA","Modoc County",8700,82,9686,129,9449,164,6049,0.942528735632184,1.33181912037993,1.73563340035983
"1896","CA","Mono County",13195,19,14202,16,12853,35,6051,0.143993937097385,0.112660188705816,0.272309966544776
"1897","CA","Monterey County",439035,6645,415057,11094,401762,12221,6053,1.5135467559534,2.67288589278099,3.04185064789602
"1898","CA","Napa County",138019,196,136484,246,124279,199,6055,0.142009433483796,0.180240907359104,0.160123592883753
"1899","CA","Nevada County",102241,268,98764,279,92033,164,6057,0.262125761680735,0.282491596128144,0.178196951093629
"1900","CA","Orange County",3186989,5766,3010232,5547,2846289,6141,6059,0.180923122106791,0.184271511298797,0.215754619436045
"1901","CA","Placer County",404739,613,348432,552,248399,357,6061,0.151455629430324,0.158424025347844,0.143720385347767
"1902","CA","Plumas County",19790,26,20007,38,20824,35,6063,0.131379484588176,0.189933523266857,0.168075297733385
"1903","CA","Riverside County",2418185,12250,2189641,15930,1545387,16249,6065,0.506578280818052,0.727516519831333,1.05145183698323
"1904","CA","Sacramento County",1585055,9670,1418788,10671,1223499,6463,6067,0.610073467482201,0.752120824252813,0.528239091327414
"1905","CA","San Benito County",64209,0,55269,0,53234,97,6069,0,0,0.182214374272082
"1906","CA","San Bernardino County",2181654,16264,2035210,18855,1709434,16959,6071,0.745489431413047,0.92644002338825,0.992082759556672
"1907","CA","San Diego County",3298634,12449,3095313,12497,2813833,12140,6073,0.377398644408564,0.403739460274292,0.431439961078003
"1908","CA","San Francisco County",873965,1165,805235,1573,776733,1376,6075,0.133300532630025,0.195346700031668,0.177152251803387
"1909","CA","San Joaquin County",779233,6148,685306,5115,563598,7146,6077,0.788980959481952,0.746381908227857,1.26792501037974
"1910","CA","San Luis Obispo County",282424,4272,269637,6915,246681,7313,6079,1.51261932413676,2.56455901823563,2.96455746490407
"1911","CA","San Mateo County",764442,1416,718451,1090,707161,1946,6081,0.185233150454842,0.151715287472632,0.275184858893519
"1912","CA","Santa Barbara County",448229,3045,423895,4472,399347,4095,6083,0.679340247953613,1.05497823753524,1.02542400468765
"1913","CA","Santa Clara County",1936259,2205,1781642,4015,1682585,4367,6085,0.113879393201013,0.225353915096299,0.259541122736741
"1914","CA","Santa Cruz County",270861,395,262382,423,255602,656,6087,0.1458312566224,0.161215327270926,0.256649009006189
"1915","CA","Shasta County",182155,394,177223,360,163256,576,6089,0.216299305536494,0.203133904741484,0.352820110746313
"1916","CA","Sierra County",3236,0,3240,0,3555,4,6091,0,0,0.112517580872011
"1917","CA","Siskiyou County",44076,81,44900,129,44301,176,6093,0.183773482167166,0.287305122494432,0.397282228392136
"1918","CA","Solano County",453491,6899,413344,8766,394542,9800,6095,1.52130913292656,2.12075172253619,2.48389271611134
"1919","CA","Sonoma County",488863,818,483878,982,458614,1207,6097,0.167327042545662,0.202943717217976,0.263184290056562
"1920","CA","Stanislaus County",552878,377,514453,1091,446997,1093,6099,0.0681886419788814,0.212069907260722,0.244520656738188
"1921","CA","Sutter County",99633,161,94737,499,78930,454,6101,0.161593046480584,0.526721344353315,0.575193209172685
"1922","CA","Tehama County",65829,287,63463,373,56039,305,6103,0.435978064378921,0.587744039834234,0.544263816270811
"1923","CA","Trinity County",16112,107,13786,133,13022,167,6105,0.664101290963257,0.964746844624982,1.28244509291967
"1924","CA","Tulare County",473117,1215,442179,1445,368021,1222,6107,0.256807512729409,0.326790734069234,0.332046269098774
"1925","CA","Tuolumne County",55620,2841,55365,3839,54501,4246,6109,5.10787486515642,6.93398356362323,7.79068273976624
"1926","CA","Ventura County",843843,584,823318,1538,753197,2325,6111,0.0692071866449091,0.186805098394545,0.308684182225898
"1927","CA","Yolo County",216403,213,200849,411,168660,405,6113,0.0984274709685171,0.204631339961862,0.240128068303095
"1928","CA","Yuba County",81575,368,72155,406,60219,341,6115,0.451118602513025,0.562677569122029,0.56626646075159
"1929","VA","Accomack County",33413,122,33164,92,38305,124,51001,0.365127345643911,0.277409238933784,0.323717530348518
"1930","VA","Albemarle County",112395,319,98970,560,79236,399,51003,0.283820454646559,0.565828028695564,0.503558988338634
"1931","VA","Alleghany County",15223,0,16250,0,12926,0,51005,0,0,0
"1932","VA","Amelia County",13265,0,12690,0,11400,0,51007,0,0,0
"1933","VA","Amherst County",31307,0,32353,489,31894,55,51009,0,1.51145179736037,0.172446228130683
"1934","VA","Appomattox County",16119,0,14973,0,13705,21,51011,0,0,0.153228748631886
"1935","VA","Arlington County",238643,247,207627,544,189453,506,51013,0.103501883566667,0.262008312984342,0.267084712303315
"1936","VA","Augusta County",77487,2371,73750,2138,65615,1392,51015,3.05986810690826,2.89898305084746,2.12146612817191
"1937","VA","Bath County",4209,0,4731,0,5048,6,51017,0,0,0.118858954041204
"1938","VA","Bedford County",79462,81,68676,75,60371,93,51019,0.101935516347437,0.109208457102918,0.154047473124513
"1939","VA","Bland County",6270,623,6824,637,6871,590,51021,9.93620414673046,9.33470105509965,8.58681414641246
"1940","VA","Botetourt County",33596,109,33148,98,30496,287,51023,0.324443386117395,0.295643779413539,0.94110703043022
"1941","VA","Brunswick County",15849,1935,17434,1762,18419,2442,51025,12.2089721749006,10.1066880807617,13.258048754004
"1942","VA","Buchanan County",20355,948,24098,839,26978,903,51027,4.65733235077377,3.48161673167898,3.34717176959004
"1943","VA","Buckingham County",16824,2036,17146,2173,15623,1992,51029,12.1017593913457,12.6735098565263,12.7504320553031
"1944","VA","Campbell County",55696,277,54842,273,51078,271,51031,0.497342717609882,0.497793661792057,0.530561102627354
"1945","VA","Caroline County",30887,415,28545,379,22121,431,51033,1.34360734289507,1.3277281485374,1.94837484743004
"1946","VA","Carroll County",29155,0,30042,0,29245,0,51035,0,0,0
"1947","VA","Charles City County",6773,0,7256,0,6926,0,51036,0,0,0
"1948","VA","Charlotte County",11529,74,12586,83,12472,51,51037,0.641859658253101,0.65946289528047,0.40891597177678
"1949","VA","Chesterfield County",364548,525,316236,732,259903,700,51041,0.144013957009777,0.231472697605586,0.269331250504996
"1950","VA","Clarke County",14783,0,14034,75,12652,150,51043,0,0.534416417272339,1.18558330698704
"1951","VA","Craig County",4892,0,5190,0,5091,0,51045,0,0,0
"1952","VA","Culpeper County",52552,1023,46689,1263,34262,1279,51047,1.94664332470696,2.70513397159931,3.7329986574047
"1953","VA","Cumberland County",9675,0,10052,0,9017,0,51049,0,0,0
"1954","VA","Dickenson County",14124,314,15903,256,16395,43,51051,2.22316624185783,1.60975916493743,0.262275083867033
"1955","VA","Dinwiddie County",27947,0,28001,55,24533,113,51053,0,0.196421556372987,0.460604084294624
"1956","VA","Essex County",10599,0,11151,0,9989,0,51057,0,0,0
"1957","VA","Fairfax County",1150309,667,1081726,1207,969749,3749,51059,0.0579844198384956,0.111580936392395,0.386594881768375
"1958","VA","Fauquier County",72972,40,65203,96,55139,70,51061,0.0548155456887573,0.147232489302639,0.126951885235496
"1959","VA","Floyd County",15476,0,15279,0,13874,0,51063,0,0,0
"1960","VA","Fluvanna County",27249,1068,25691,1218,20047,870,51065,3.91940988660134,4.7409598692149,4.3398014665536
"1961","VA","Franklin County",54477,0,56159,54,47286,82,51067,0,0.0961555583254688,0.173412849469188
"1962","VA","Frederick County",91419,475,78305,519,59209,276,51069,0.519585644122119,0.662792925100568,0.466145349524566
"1963","VA","Giles County",16787,0,17286,0,16657,0,51071,0,0,0
"1964","VA","Gloucester County",38711,28,36858,75,34780,0,51073,0.0723308620288807,0.203483639915351,0
"1965","VA","Goochland County",24727,748,21717,1276,16863,1074,51075,3.02503336433858,5.87558134180596,6.36897349226116
"1966","VA","Grayson County",15333,913,15533,0,17917,1036,51077,5.95447727124503,0,5.78221800524641
"1967","VA","Greene County",20552,0,18403,0,15244,0,51079,0,0,0
"1968","VA","Greensville County",11391,3273,12243,3499,11560,3027,51081,28.7332104292863,28.5795965041248,26.1851211072664
"1969","VA","Halifax County",34022,236,36241,326,37355,386,51083,0.693668802539533,0.899533677326785,1.033328871637
"1970","VA","Hanover County",109979,326,99863,448,86320,545,51085,0.296420225679448,0.448614602004747,0.631371640407785
"1971","VA","Henrico County",334389,656,306935,698,262300,537,51087,0.196178702050606,0.227409712154039,0.204727411361037
"1972","VA","Henry County",50948,283,54151,303,57930,253,51089,0.555468320640653,0.559546453435763,0.436733989297428
"1973","VA","Highland County",2232,0,2321,0,2536,0,51091,0,0,0
"1974","VA","Isle of Wight County",38606,0,35270,0,29728,0,51093,0,0,0
"1975","VA","James City County",78254,371,67009,432,48102,460,51095,0.474097170751655,0.644689519318301,0.956301193297576
"1976","VA","King and Queen County",6608,0,6945,0,6630,0,51097,0,0,0
"1977","VA","King George County",26723,0,23584,0,16803,0,51099,0,0,0
"1978","VA","King William County",17810,0,15935,0,13146,0,51101,0,0,0
"1979","VA","Lancaster County",10919,18,11391,25,11567,28,51103,0.164850261012913,0.219471512597665,0.242067951932221
"1980","VA","Lee County",22173,1352,25587,1486,23589,44,51105,6.09750597573626,5.8076366905069,0.186527618805375
"1981","VA","Loudoun County",420959,0,312311,170,169599,140,51107,0,0.0544329210306393,0.0825476565309937
"1982","VA","Louisa County",37596,0,33153,0,25627,0,51109,0,0,0
"1983","VA","Lunenburg County",11936,953,12914,1173,13146,1119,51111,7.98424932975871,9.0831655567601,8.51209493382017
"1984","VA","Madison County",13837,0,13308,3,12520,0,51113,0,0.0225428313796213,0
"1985","VA","Mathews County",8533,0,8978,0,9207,0,51115,0,0,0
"1986","VA","Mecklenburg County",30319,431,32727,1310,32380,1277,51117,1.42155084270589,4.00281113453723,3.94379246448425
"1987","VA","Middlesex County",10625,162,10959,235,9932,136,51119,1.52470588235294,2.14435623688293,1.3693113169553
"1988","VA","Montgomery County",99721,71,94392,84,83629,135,51121,0.0711986442173664,0.0889905924230867,0.161427256095374
"1989","VA","Nelson County",14775,0,15020,0,14445,0,51125,0,0,0
"1990","VA","New Kent County",22945,526,18429,447,13462,316,51127,2.29243843974722,2.42552498779098,2.3473480909226
"1991","VA","Northampton County",12282,58,12389,148,13093,51,51131,0.472235792216251,1.19460812010655,0.389521118154739
"1992","VA","Northumberland County",11839,0,12330,0,12259,12,51133,0,0,0.097887266498083
"1993","VA","Nottoway County",15642,1579,15853,1371,15725,1291,51135,10.0946170566424,8.648205386993,8.20985691573927
"1994","VA","Orange County",36254,98,33481,379,25881,236,51137,0.270314999724168,1.13198530509841,0.911865847532939
"1995","VA","Page County",23709,58,24042,75,23177,36,51139,0.244632839849846,0.311954080359371,0.155326401173577
"1996","VA","Patrick County",17608,126,18490,31,19407,22,51141,0.715583825533848,0.167658193618172,0.113361158344927
"1997","VA","Pittsylvania County",60501,1078,63506,615,61745,185,51143,1.78178873076478,0.968412433470853,0.29961940238076
"1998","VA","Powhatan County",30333,1008,28046,2021,22377,2150,51145,3.32311344080704,7.20601868359124,9.60807972471734
"1999","VA","Prince Edward County",21849,1031,23368,725,19720,339,51147,4.71875143027141,3.1025333789798,1.71906693711968
"2000","VA","Prince George County",43010,3914,35725,4495,33047,2222,51149,9.10020925366194,12.5822253324003,6.7237570732593
"2001","VA","Prince William County",482204,536,402002,842,280813,11,51153,0.111156274108054,0.209451694270178,0.00391719756563977
"2002","VA","Pulaski County",33800,860,34872,691,35127,715,51155,2.54437869822485,1.98153246157376,2.03547128989097
"2003","VA","Rappahannock County",7348,0,7373,27,6983,10,51157,0,0.36620100366201,0.143204926249463
"2004","VA","Richmond County",8923,1398,9254,1651,8809,1460,51159,15.6673764429004,17.8409336503134,16.5739584515836
"2005","VA","Roanoke County",96929,885,92376,832,85778,0,51161,0.913039441240496,0.900666839871828,0
"2006","VA","Rockbridge County",22650,98,22307,88,20808,75,51163,0.432671081677704,0.394495001569014,0.360438292964245
"2007","VA","Rockingham County",83757,67,76314,125,67725,0,51165,0.0799933139916664,0.163796944204209,0
"2008","VA","Russell County",25781,62,28897,160,30308,1217,51167,0.24048718048175,0.553690694535765,4.01544146759931
"2009","VA","Scott County",21576,579,23177,450,23403,33,51169,2.68353726362625,1.94158001466972,0.141007563132932
"2010","VA","Shenandoah County",44186,0,41993,91,35075,57,51171,0,0.2167027837973,0.162508909479686
"2011","VA","Smyth County",29800,253,32208,199,33081,268,51173,0.848993288590604,0.617858917039245,0.810132704573622
"2012","VA","Southampton County",17996,1358,18570,1464,17482,1478,51175,7.54612136030229,7.88368336025848,8.45441025054342
"2013","VA","Spotsylvania County",140032,0,122397,0,90395,0,51177,0,0,0
"2014","VA","Stafford County",156927,1287,128961,1418,92446,192,51179,0.820126555659638,1.09955723048053,0.207688812928629
"2015","VA","Surry County",6561,5,7058,0,6829,0,51181,0.0762078951379363,0,0
"2016","VA","Sussex County",10829,2035,12087,2443,12504,2406,51183,18.7921322375104,20.2117977992885,19.2418426103647
"2017","VA","Tazewell County",40429,1170,45078,1023,44598,226,51185,2.89396225481709,2.26939970717423,0.506749181577649
"2018","VA","Warren County",40727,418,37575,126,31584,67,51187,1.02634615856803,0.335329341317365,0.212132725430598
"2019","VA","Washington County",53935,849,54876,617,51103,84,51191,1.57411699267637,1.12435308695969,0.164373911512044
"2020","VA","Westmoreland County",18477,0,17454,0,16718,0,51193,0,0,0
"2021","VA","Wise County",36130,1942,41452,2017,40123,172,51195,5.37503459728757,4.86586895686577,0.428681803454378
"2022","VA","Wythe County",28290,0,29235,0,27599,0,51197,0,0,0
"2023","VA","York County",70045,0,65464,0,56297,0,51199,0,0,0
"2024","VA","Alexandria city",159467,202,139966,400,128283,420,51510,0.126671976020117,0.285783690324793,0.32740113654966
"2025","VA","Bristol city",17219,138,17835,124,17367,96,51520,0.801440269469772,0.695262125035043,0.552772499568146
"2026","VA","Buena Vista city",6641,0,6650,0,6349,0,51530,0,0,0
